previous_key,new_key,event_id,event_type,supplier_gln,customer_gln,carrier_gln,sscc,gtin,serial_number,weight,event_time,location_name,location_coordinate,departure_gln,temperature,comapny_name,generator_type,generator_gln,last_pi_gln,next_pi_gln,company_name
10eb0975-5108-4fb6-94c9-2a1eafeb311c,10eb0975-5108-4fb6-94c9-2a1eafeb311c,e98f17af-03a3-4a66-a28b-cdbe812f0b58,3,2937171970248,5118787800210,7618072701594,7033410064641,28758993154133,01L,6988,2022-Aug-12T02:34:31 +0000,Bali,"-8.1534127,114.3914913",9090441183764,-3.5,RErdyzS,logistic services provider,7618072701594,7307964990659,5118787800210,Bali_logistics_0
bbcfa6da-f1d9-428f-9357-c84f3357288a,bbcfa6da-f1d9-428f-9357-c84f3357288a,909d43d6-2b15-4751-b97d-0676de0226e8,3,2937171970248,9997025506589,7618072701594,2854906012284,48051598308769,010QVBVIGMGV,2726,2022-Aug-12T02:34:31 +0000,Bali,"-8.1534127,114.3914913",1383102920633,-1.0,KVRoZui,logistic services provider,7618072701594,7307964990659,9997025506589,Bali_logistics_0
e105f283-ebbc-4c0d-8212-6a0aeb4a479b,e105f283-ebbc-4c0d-8212-6a0aeb4a479b,ebafdc97-2b14-4e2c-8f19-4042c12bb6bc,3,2937171970248,9997025506589,7618072701594,7064580040352,25845979812421,710YOLFPSBVQNXO,6316,2022-Aug-12T02:34:31 +0000,Bali,"-8.1534127,114.3914913",7054975358095,-0.5,bguNqqo,logistic services provider,7618072701594,6230907621602,9997025506589,Bali_logistics_0
fc351a3e-78ab-45a6-b9b0-e9af9b282dbe,fc351a3e-78ab-45a6-b9b0-e9af9b282dbe,c45834b3-a1c6-4177-82b1-4073f5c7d5e9,3,2997654340079,0667595524556,7370837891080,4428657570559,43643276681515,52OKJ,3307,2022-Aug-12T02:34:31 +0000,Bali,"-8.1944802,114.3760511",1485524793402,-5.3,bsVwUiv,logistic services provider,7370837891080,7307964990659,0667595524556,Bali_logistics_1
fdab6562-a921-435c-8f78-8ebd0d188dea,fdab6562-a921-435c-8f78-8ebd0d188dea,7130020c-22d8-4561-b71b-88acdf40b3ba,3,2997654340079,9997025506589,2596215788778,1469346494968,17522770420062,57PNFDQDPWTAWJVYTRTZBU,5865,2022-Aug-12T02:34:31 +0000,Bali,"-8.290173,114.3303922",1624912788456,-9.8,wdHxSdi,logistic services provider,2596215788778,4692187105560,9997025506589,Bali_logistics_2
a88b212e-a5a9-4791-b27f-01f5bf7f12d7,a88b212e-a5a9-4791-b27f-01f5bf7f12d7,7a6a90b7-b696-4b9c-8222-2f7704c6dc9c,3,2937171970248,0667595524556,7370837891080,5620138655218,95726539271093,04ISX,3685,2022-Aug-12T02:34:31 +0000,Bali,"-8.1944802,114.3760511",9563323134801,-9.7,iiRPCsx,logistic services provider,7370837891080,7307964990659,0667595524556,Bali_logistics_1
0bd36b39-92ee-4a4e-b7c6-6c0c8f7e209a,0bd36b39-92ee-4a4e-b7c6-6c0c8f7e209a,b3009e38-0057-4867-89ae-647e02ef1713,3,5623293609856,9997025506589,7618072701594,0753899257316,66613185278222,65EJEYNKJH,5126,2022-Aug-12T02:34:31 +0000,Bali,"-8.1534127,114.3914913",1423437405478,-7.1,ZYZDyaj,logistic services provider,7618072701594,6230907621602,9997025506589,Bali_logistics_0
156f6d57-f341-4aa8-98fc-32f21df5b36d,156f6d57-f341-4aa8-98fc-32f21df5b36d,d0c1b989-41fe-4f08-a660-e249fa2519b0,3,2997654340079,9997025506589,2596215788778,8248196695754,91002065827208,08UQCIOHBFNEJ,6754,2022-Aug-12T02:34:31 +0000,Bali,"-8.290173,114.3303922",9982252549780,-5.0,SdhctoM,logistic services provider,2596215788778,6230907621602,9997025506589,Bali_logistics_2
d153c67c-4a78-4321-95a5-a5c5df60e487,d153c67c-4a78-4321-95a5-a5c5df60e487,21326961-7331-4db8-bb2c-0be51f87a2de,3,5623293609856,9997025506589,7370837891080,6961047320348,16713676190201,102PYQRHAFMKAENT,6051,2022-Aug-12T02:34:31 +0000,Bali,"-8.1944802,114.3760511",3546835088111,-6.0,qoZxXRn,logistic services provider,7370837891080,4692187105560,9997025506589,Bali_logistics_1
f192c503-1f7f-4bab-a6fb-b3129db46bc8,f192c503-1f7f-4bab-a6fb-b3129db46bc8,a60dac66-b374-4a00-931f-a4fa7caffc47,3,2997654340079,5118787800210,7370837891080,7188575631394,51938072962936,35JZXGPK,2524,2022-Aug-12T02:34:31 +0000,Bali,"-8.1944802,114.3760511",1686681768105,-6.9,MWIrRcj,logistic services provider,7370837891080,6230907621602,5118787800210,Bali_logistics_1
