event_type,supplier_gln,customer_gln,carrier_gln,sscc,gtin,serial_number,weight,event_time,destination_gln,departure_gln,temperature,generator_gln,last_pi_gln,next_pi_gln
3,0535640547376,1812695993793,9755569894302,6500519594285,39669715896316,76C,4276,2022-Jul-25T18:21:09 +0000,7485042752099,2491432342650,-4.0,9755569894302,3643552078685,1812695993793
3,9149290522021,1812695993793,3728799137759,4668983140699,90071750812337,63MZKXFEDCICEL,4867,2022-Jul-25T18:21:09 +0000,0352704264381,9622285883595,-5.7,3728799137759,3728799137759,1812695993793
3,9149290522021,1444588788396,9755569894302,9487558751941,67397849174146,74SWPGYFTZDRFIBVYHSQH,3416,2022-Jul-25T18:21:09 +0000,6399847174062,0747704691635,-0.7,9755569894302,3643552078685,1444588788396
3,0535640547376,1444588788396,6771041850660,0270597065830,15117035762734,310WKUSKKPGFJZ,3811,2022-Jul-25T18:21:09 +0000,6798929058775,0933694445738,-8.2,6771041850660,6771041850660,1444588788396
3,9149290522021,1812695993793,0660103096818,8922157152844,16710969226123,09BLTCZODEJVDGMS,1482,2022-Jul-25T18:21:09 +0000,3081495950681,7069592663128,-3.6,0660103096818,6771041850660,1812695993793
3,9149290522021,1812695993793,3728799137759,4065191609460,14450986712008,41VDEVXZMTDRJRXOCZPZDEZ,7364,2022-Jul-25T18:21:09 +0000,8468178830915,8331709406471,-6.9,3728799137759,3728799137759,1812695993793
3,0535640547376,1812695993793,0660103096818,2324010647589,41689078742643,62MVGCAPGYDILOL,8224,2022-Jul-25T18:21:09 +0000,4295564436175,2839815500211,-3.0,0660103096818,3728799137759,1812695993793
3,9149290522021,1812695993793,3728799137759,0989420728104,47015351402863,73JINTQBT,9552,2022-Jul-25T18:21:09 +0000,0741263599140,2019381162279,-3.0,3728799137759,3728799137759,1812695993793
3,2144862998611,1444588788396,9755569894302,1778475859325,94674092846470,65QS,4065,2022-Jul-25T18:21:09 +0000,2495905775894,4433440669126,-3.6,9755569894302,3728799137759,1444588788396
3,0535640547376,1444588788396,3728799137759,4759633675364,02898398486186,49GTYVNDBICDR,1457,2022-Jul-25T18:21:09 +0000,4620815319788,4430065783469,-5.6,3728799137759,3728799137759,1444588788396
3,0535640547376,1444588788396,9755569894302,7191319658016,93860712917591,310OGHHWYIIRKTEJTDZLYHN,1039,2022-Jul-25T18:21:09 +0000,1034712868830,6881241657944,-1.3,9755569894302,6771041850660,1444588788396
3,9149290522021,1444588788396,3643552078685,7911091146436,21713404577231,47KFBTEDWBTTECFCKJN,1641,2022-Jul-25T18:21:09 +0000,6935960936268,6021020582083,-3.0,3643552078685,3643552078685,1444588788396
3,2144862998611,1812695993793,0660103096818,3284390136421,27612280235894,66G,3729,2022-Jul-25T18:21:09 +0000,7092042135872,3664595662681,-3.8,0660103096818,3643552078685,1812695993793
3,2144862998611,1812695993793,3643552078685,0608429805582,81311443956212,010YPAB,5031,2022-Jul-25T18:21:09 +0000,6716339052130,9442870205980,-4.5,3643552078685,3643552078685,1812695993793
3,9149290522021,1812695993793,9755569894302,4258970366188,56332320608392,41ALAKKFEAJIECQDE,3391,2022-Jul-25T18:21:09 +0000,2626265730266,7453130919970,-9.3,9755569894302,3643552078685,1812695993793
3,0535640547376,1812695993793,3728799137759,9409038528762,68252588445642,76XJXGYAV,9444,2022-Jul-25T18:21:09 +0000,7451787604123,7332651601420,-7.9,3728799137759,3728799137759,1812695993793
3,0535640547376,0043458285749,0660103096818,9693525490799,95565266919992,62YOKPPWIXUVVCXK,2310,2022-Jul-25T18:21:09 +0000,3524951977241,2534051948603,-4.0,0660103096818,3728799137759,0043458285749
3,2144862998611,0043458285749,6771041850660,2785984625589,45992083197658,21K,9577,2022-Jul-25T18:21:09 +0000,6065316235708,5545077749806,-5.5,6771041850660,6771041850660,0043458285749
3,9149290522021,0043458285749,7436391661007,3571802415863,99644984824290,01SQTMHYDVNXSQSSFHHJM,1189,2022-Jul-25T18:21:09 +0000,4107749760012,3262865502613,-1.9,7436391661007,6771041850660,0043458285749
3,2144862998611,0043458285749,3728799137759,3767648701216,83992637617660,32TWXBEDGMPNHEPXQXJ,7178,2022-Jul-25T18:21:09 +0000,8958969564713,1570279689018,-1.8,3728799137759,3728799137759,0043458285749
3,0535640547376,0043458285749,9755569894302,9204404303143,45299025530977,58ZGZQPXFEGNOZBSZHZQ,1498,2022-Jul-25T18:21:09 +0000,6863122151646,9593613944094,-2.7,9755569894302,6771041850660,0043458285749
3,9149290522021,0043458285749,6771041850660,6935745595963,34315595920564,05WCMONXYDZOPWKXBAATU,7635,2022-Jul-25T18:21:09 +0000,1182031082011,2056816096400,-5.7,6771041850660,6771041850660,0043458285749
3,2144862998611,0043458285749,9755569894302,7433343987510,02229808259030,26CHXLAABTGMMAZMKXG,8202,2022-Jul-25T18:21:09 +0000,2914165082152,6025003710311,-5.6,9755569894302,3728799137759,0043458285749
3,2144862998611,0043458285749,6771041850660,1845813604321,62862678505244,51BDMAXVPE,4722,2022-Jul-25T18:21:09 +0000,0268896422930,5930453601939,-10.0,6771041850660,6771041850660,0043458285749
3,2144862998611,1444588788396,0660103096818,6239430205020,83236766216853,00JFURVWAWQYS,8757,2022-Jul-25T18:21:09 +0000,8678520954749,4168896091281,-1.2,0660103096818,3643552078685,1444588788396
3,2144862998611,1444588788396,6771041850660,5590480498149,42410949334275,54XLXPIL,5214,2022-Jul-25T18:21:09 +0000,1698789266927,0773082983527,-4.3,6771041850660,6771041850660,1444588788396
3,9149290522021,1444588788396,9755569894302,4772519088025,85252579785747,70M,4041,2022-Jul-25T18:21:09 +0000,9287239473987,9859680951954,-5.8,9755569894302,3728799137759,1444588788396
3,2144862998611,1444588788396,3728799137759,0152216416126,57534011201238,76LLJPBUGRGLJGLPAGGGVZH,9797,2022-Jul-25T18:21:09 +0000,9135260498979,1096589418868,-2.9,3728799137759,3728799137759,1444588788396
3,2144862998611,0043458285749,9755569894302,8697792682950,35997184272030,105AZQMFZGRXEZGKDBIAQ,4003,2022-Jul-25T18:21:09 +0000,2770195838323,7476537831230,-1.3,9755569894302,3643552078685,0043458285749
3,0535640547376,0043458285749,3728799137759,9627514667872,22432675262740,10SELO,6745,2022-Jul-25T18:21:09 +0000,5486614581110,9389652851894,-7.3,3728799137759,3728799137759,0043458285749
3,0535640547376,1444588788396,9755569894302,2180275520114,13031737571918,74CSPAJNLOQ,3354,2022-Jul-25T18:21:09 +0000,0048330364725,1484837926864,-9.3,9755569894302,3728799137759,1444588788396
3,2144862998611,1444588788396,3728799137759,6246014885432,13593463770259,80YZZCJNGRDSWBNJIZOUCIT,5354,2022-Jul-25T18:21:09 +0000,9372710386362,6372516164586,-6.6,3728799137759,3728799137759,1444588788396
3,9149290522021,1444588788396,0660103096818,8887363818937,16561241020768,21KDMSYMSOY,818,2022-Jul-25T18:21:09 +0000,7337985836865,8762946623738,-3.1,0660103096818,3728799137759,1444588788396
3,9149290522021,1444588788396,6771041850660,8098835366209,09495035226288,23PRXNN,8946,2022-Jul-25T18:21:09 +0000,4189501591266,3247780631412,-4.5,6771041850660,6771041850660,1444588788396
3,2144862998611,1812695993793,0660103096818,5026330027977,51174077626016,23XVQCFTELTEUCYX,4291,2022-Jul-25T18:21:09 +0000,3851427147133,1107112191307,-7.9,0660103096818,3643552078685,1812695993793
3,9149290522021,1812695993793,3728799137759,6458249728391,82098309965642,46FETNNAFMSMGKJ,1324,2022-Jul-25T18:21:09 +0000,8062592247781,8074962714517,-6.9,3728799137759,3728799137759,1812695993793
3,2144862998611,1444588788396,9755569894302,4662331636202,43005335076523,33FRPJFRCNC,4900,2022-Jul-25T18:21:09 +0000,9978545120608,4737964486985,-4.0,9755569894302,3728799137759,1444588788396
3,0535640547376,1444588788396,6771041850660,2842319807716,25011873738953,19XUWTHJVNWRJIBQKWEMQIR,2806,2022-Jul-25T18:21:09 +0000,9031801915188,5058047712793,-8.0,6771041850660,6771041850660,1444588788396
3,2144862998611,1812695993793,0660103096818,3519519245996,84370727515303,54YF,8166,2022-Jul-25T18:21:09 +0000,8966431269716,9605587318461,-2.1,0660103096818,3728799137759,1812695993793
3,9149290522021,1812695993793,3728799137759,2359448686140,91315720981124,90JW,6359,2022-Jul-25T18:21:09 +0000,8682227338703,5788686495056,-1.6,3728799137759,3728799137759,1812695993793
