event_type,supplier_gln,customer_gln,carrier_gln,sscc,gtin,serial_number,weight,event_time,destination_gln,departure_gln,temperature,generator_gln,last_pi_gln,next_pi_gln
3,9442584865453,9101765958668,8744172634979,7636990520289,18373746622054,56HVGXIVHVE,4882,2022-Jul-25T18:25:44 +0000,7082146469669,3044097327986,-2.2,8744172634979,2110877097750,9101765958668
3,9442584865453,9101765958668,8744172634979,8851062636750,89692798970596,03TUSZBWPVNLLKZTPZF,7196,2022-Jul-25T18:25:44 +0000,7206941218489,9630990795675,-2.1,8744172634979,6966061550280,9101765958668
3,1688497034163,2180739406573,6166179587951,2760324945155,77114059734477,98MDVEAIIVWSAVGARNTVOV,2748,2022-Jul-25T18:25:44 +0000,0344554018904,1798049047295,-1.8,6166179587951,6966061550280,2180739406573
3,1688497034163,2180739406573,8744172634979,4515554837502,52761012875987,98ZMBFQMO,1334,2022-Jul-25T18:25:44 +0000,5310196198227,5174407343856,-2.7,8744172634979,2110877097750,2180739406573
3,9442584865453,2906061428893,6166179587951,5737389939479,63945407249398,52RJQEHCKFCHUBESS,4173,2022-Jul-25T18:25:44 +0000,5582735143867,0161349449959,-0.6,6166179587951,6499282631022,2906061428893
3,1688497034163,2180739406573,5813657429496,8508435128424,92123222583312,101GRYJSVHGCRCHOE,6766,2022-Jul-25T18:25:44 +0000,0278249969166,2371692609983,-1.9,5813657429496,6499282631022,2180739406573
3,1688497034163,9101765958668,5813657429496,9247826258781,32043661686175,91PBI,1757,2022-Jul-25T18:25:44 +0000,3376610304641,3131503934811,-7.7,5813657429496,6966061550280,9101765958668
3,1688497034163,2906061428893,5813657429496,3057265063677,85896883441743,53QVDROELRVAFPU,2829,2022-Jul-25T18:25:44 +0000,6741929960485,6869074304348,-1.5,5813657429496,6499282631022,2906061428893
3,9442584865453,2906061428893,8744172634979,4987671762843,72224376221438,97XLKRJ,609,2022-Jul-25T18:25:44 +0000,1035729238293,2533771828624,-3.3,8744172634979,6966061550280,2906061428893
3,1688497034163,9101765958668,5813657429496,3366237618890,52329888620859,57JSXJBHRNMEOOAOWYXTD,7531,2022-Jul-25T18:25:44 +0000,7492425607540,0111946282986,-1.9,5813657429496,6499282631022,9101765958668
3,6955346565440,2180739406573,8744172634979,0936966521925,64794136121827,54ULPIKQSYCEYXTUBH,7260,2022-Jul-25T18:25:44 +0000,5311513393783,3951015471428,-9.7,8744172634979,6966061550280,2180739406573
3,6955346565440,2906061428893,8744172634979,7154069414498,78309409894445,19CKRIBHX,1619,2022-Jul-25T18:25:44 +0000,9984955898520,0659092429598,-2.6,8744172634979,6499282631022,2906061428893
3,6955346565440,2906061428893,5813657429496,5136868476456,47596286591342,88DFIQAOZBKH,7775,2022-Jul-25T18:25:44 +0000,9431871253113,2597070867516,-1.5,5813657429496,6966061550280,2906061428893
3,6955346565440,2906061428893,6166179587951,1557233946416,67800355004391,15KIKYZZHUBQKDEIECZWN,7892,2022-Jul-25T18:25:44 +0000,4187176438041,4042619931248,-4.5,6166179587951,6966061550280,2906061428893
3,9442584865453,2906061428893,6166179587951,9049311671651,80218735186521,103JCWBCGBKDIOULOU,3189,2022-Jul-25T18:25:44 +0000,4399841140293,1443553090939,-4.3,6166179587951,2110877097750,2906061428893
3,6955346565440,2906061428893,8744172634979,9368988035888,86347995857853,102HSECFTJFOPBO,5512,2022-Jul-25T18:25:44 +0000,9502664801173,1585300207395,-7.5,8744172634979,2110877097750,2906061428893
3,9442584865453,2180739406573,8744172634979,9731006634253,12673379479447,22XNXCCPQAMCF,2398,2022-Jul-25T18:25:44 +0000,9785000645068,7815195804488,-7.0,8744172634979,2110877097750,2180739406573
3,6955346565440,2906061428893,6166179587951,6353748836969,73033955774635,94GSOXKCYNQG,8085,2022-Jul-25T18:25:44 +0000,1694038031590,5687193567179,-5.4,6166179587951,6499282631022,2906061428893
3,9442584865453,2180739406573,6166179587951,6190486441844,54462107138416,07SJQURR,5325,2022-Jul-25T18:25:44 +0000,9063487545494,4741004887702,-1.2,6166179587951,2110877097750,2180739406573
3,9442584865453,9101765958668,6166179587951,1061292221636,99471443870196,68OTAMZVCSKQYXBILDABWAL,4889,2022-Jul-25T18:25:44 +0000,6434536620362,8340460702499,-2.9,6166179587951,6499282631022,9101765958668
