event_type,supplier_gln,customer_gln,carrier_gln,sscc,gtin,serial_number,weight,event_time,destination_gln,departure_gln,temperature,generator_gln,last_pi_gln,next_pi_gln
3,6207485606225,7736834431450,5370420736570,7623836122363,67458849221808,103SIVFXLVDLG,98,2022-Jul-31T18:25:08 +0000,9558993580583,4073814156172,-3.0,5370420736570,6207485606225,7736834431450
3,6207485606225,7725020081512,5370420736570,7676509628085,85172531867284,910BOWNJQJ,75,2022-Jul-31T18:25:08 +0000,9534011430590,5133442453060,-8.3,5370420736570,6207485606225,7725020081512
3,6207485606225,2308412172368,5432439642397,8757422589619,84897863868725,106VQHNRCGV,77,2022-Jul-31T18:25:08 +0000,4998647852476,0522419005245,-1.2,5432439642397,6207485606225,2308412172368
3,6207485606225,7725020081512,5370420736570,1459062299667,44481270446279,38YZPFTDJJXSRWMYQ,71,2022-Jul-31T18:25:08 +0000,4613642014239,2371641747159,-8.0,5370420736570,6207485606225,7725020081512
3,6207485606225,7736834431450,5370420736570,4564001715905,74255860647093,32MYUDBV,37,2022-Jul-31T18:25:08 +0000,5095587144035,3122369614388,-9.1,5370420736570,6207485606225,7736834431450
3,6207485606225,7725020081512,7606296226772,2427856622213,19560609398347,101JXSADVLWXHBJJSLMW,32,2022-Jul-31T18:25:08 +0000,0722334326757,9275331812870,-8.8,7606296226772,6207485606225,7725020081512
3,6207485606225,7736834431450,5370420736570,7315165640864,87862391242993,310LLEHQTMAUH,87,2022-Jul-31T18:25:08 +0000,4344505750255,4562428790223,-0.5,5370420736570,6207485606225,7736834431450
3,6207485606225,7725020081512,7606296226772,7223141890004,55508577855439,610HMIAELHRVMOZCGJFV,62,2022-Jul-31T18:25:08 +0000,5272556275176,7526359533030,-4.3,7606296226772,6207485606225,7725020081512
3,9904055570343,7736834431450,5432439642397,1242725600053,48865080497962,60WZTMAOZSXXLRXVHGEHOG,86,2022-Jul-31T18:25:08 +0000,1628568072780,9325310083569,-3.1,5432439642397,9904055570343,7736834431450
3,9904055570343,2308412172368,5370420736570,1851948977394,08745822145631,85WDENAYR,67,2022-Jul-31T18:25:08 +0000,2522140443709,6495793913513,-6.9,5370420736570,9904055570343,2308412172368
3,6207485606225,7725020081512,5432439642397,4761218893363,64317375078633,90ZLMLIKBLFFGBPMPVATN,85,2022-Jul-31T18:25:08 +0000,6354707045510,4286311157354,-1.5,5432439642397,6207485606225,7725020081512
3,6207485606225,7725020081512,7606296226772,0874605795023,82459881004752,69BYJDYNGYCGWPAYJCPFS,51,2022-Jul-31T18:25:08 +0000,1863073877466,6413116666716,-4.6,7606296226772,6207485606225,7725020081512
3,6207485606225,7725020081512,7606296226772,1309078092586,36274338127374,44HSLRDZCWAV,34,2022-Jul-31T18:25:08 +0000,8285992175947,2031106947256,-0.6,7606296226772,6207485606225,7725020081512
3,6207485606225,7725020081512,5432439642397,1376990211588,69049854570753,17VPHOZET,49,2022-Jul-31T18:25:08 +0000,7585227190581,0827163249932,-6.3,5432439642397,6207485606225,7725020081512
3,9904055570343,2308412172368,7606296226772,9864774083125,37324389685453,77UFZRL,61,2022-Jul-31T18:25:08 +0000,6761505580032,6996100452203,-7.0,7606296226772,9904055570343,2308412172368
3,9904055570343,7725020081512,5432439642397,8801939291976,04620783869956,107UUTAILHCFCZGHOJKK,78,2022-Jul-31T18:25:08 +0000,9939430152760,8459832559329,-6.3,5432439642397,9904055570343,7725020081512
3,9904055570343,7725020081512,5432439642397,2523381777703,80878712634334,00REUNVR,55,2022-Jul-31T18:25:08 +0000,4346186152478,8690381532563,-3.7,5432439642397,9904055570343,7725020081512
3,9904055570343,2308412172368,5432439642397,6846425865980,60255744179112,68SBNRBSKHBWXWQSLEKMOGB,97,2022-Jul-31T18:25:08 +0000,9039057569919,3271023418164,-2.2,5432439642397,9904055570343,2308412172368
3,4376162108862,2308412172368,7606296226772,4720830758029,84315446152115,52VBJVRONASTFWA,87,2022-Jul-31T18:25:08 +0000,5444439479156,1468546092591,-3.5,7606296226772,4376162108862,2308412172368
3,4376162108862,7725020081512,5432439642397,5682607182168,55573501437652,08K,75,2022-Jul-31T18:25:08 +0000,8497456138885,1761253492523,-9.1,5432439642397,4376162108862,7725020081512
3,4376162108862,7725020081512,5370420736570,9437404005189,87211553530364,88YMLRWRDLUFUDZ,38,2022-Jul-31T18:25:08 +0000,6003455059854,2199500173652,-2.3,5370420736570,4376162108862,7725020081512
3,4376162108862,2308412172368,5432439642397,3188333197826,22417845491284,100P,35,2022-Jul-31T18:25:08 +0000,5277247591073,7818600227030,-1.3,5432439642397,4376162108862,2308412172368
3,6207485606225,7736834431450,7606296226772,9564194715032,98599361064480,109HXLHBIKAERUAYVZ,79,2022-Jul-31T18:25:08 +0000,8580815282000,0784474936260,-9.9,7606296226772,6207485606225,7736834431450
3,6207485606225,2308412172368,5370420736570,8193724598092,44987497748151,210UJQCJZOIMOVBOEUAESGF,33,2022-Jul-31T18:25:08 +0000,0891423308670,1481517689925,-9.5,5370420736570,6207485606225,2308412172368
3,6207485606225,7725020081512,5432439642397,7861144039716,46566104896111,95SQGHBBCSQUJKDHGIXCYVO,112,2022-Jul-31T18:25:08 +0000,4102016605278,7898634207475,-5.0,5432439642397,6207485606225,7725020081512
3,6207485606225,7736834431450,5370420736570,3810187464642,77566512966733,84KGBZXZOBPJPE,104,2022-Jul-31T18:25:08 +0000,4790615605428,7148359056508,-7.5,5370420736570,6207485606225,7736834431450
3,6207485606225,7725020081512,5370420736570,8296782970763,64123192498736,87TOMFKDOOXY,40,2022-Jul-31T18:25:08 +0000,5705873061990,6245470136519,-5.9,5370420736570,6207485606225,7725020081512
3,6207485606225,7736834431450,5432439642397,9868677305825,98965988279592,23MHTGWIPGECJGID,112,2022-Jul-31T18:25:08 +0000,1290783421938,8410106991874,-2.0,5432439642397,6207485606225,7736834431450
3,4376162108862,2308412172368,7606296226772,3052232727430,15680667870956,19HDJXOV,76,2022-Jul-31T18:25:08 +0000,9992959848409,8699632510344,-1.1,7606296226772,4376162108862,2308412172368
3,4376162108862,7725020081512,7606296226772,0790267704347,72871915122913,92SSHMAKPVLEJRZ,70,2022-Jul-31T18:25:08 +0000,7775429170025,3678920191786,-0.5,7606296226772,4376162108862,7725020081512
3,9904055570343,2308412172368,7606296226772,9210775978688,80073279054555,55HMQOEHASFRKQLBHAEGR,110,2022-Jul-31T18:25:08 +0000,2328348985437,3697172468380,-7.3,7606296226772,9904055570343,2308412172368
3,9904055570343,2308412172368,5370420736570,8091241417290,02586902050949,26XKUKWJCCTYA,111,2022-Jul-31T18:25:08 +0000,3832679531872,8426612457072,-4.6,5370420736570,9904055570343,2308412172368
3,6207485606225,2308412172368,5432439642397,7236192590881,73851744395809,16ZHZKURSSRFTHZVXGQ,27,2022-Jul-31T18:25:08 +0000,0047671527897,5883420364201,-7.2,5432439642397,6207485606225,2308412172368
3,6207485606225,7736834431450,5432439642397,5459568929244,70853687733177,72YI,81,2022-Jul-31T18:25:08 +0000,3303480747506,0758907811960,-6.1,5432439642397,6207485606225,7736834431450
3,9904055570343,7725020081512,7606296226772,2837764747020,15475532758006,32JFWFPDLTPQIYEBMLIXZ,59,2022-Jul-31T18:25:08 +0000,9906392509856,7093609903235,-4.1,7606296226772,9904055570343,7725020081512
3,9904055570343,2308412172368,7606296226772,4785004914188,16567969219860,68D,66,2022-Jul-31T18:25:08 +0000,8120764693852,5958759156903,-2.5,7606296226772,9904055570343,2308412172368
3,6207485606225,7725020081512,5432439642397,8653627633369,74376050337481,14BUZUW,110,2022-Jul-31T18:25:08 +0000,1129626841899,3166313074923,-3.2,5432439642397,6207485606225,7725020081512
3,6207485606225,7725020081512,5370420736570,2997957036723,01222989667383,27DMWOGQYRLPWKFAJN,125,2022-Jul-31T18:25:08 +0000,4970532094131,0849892165645,-8.7,5370420736570,6207485606225,7725020081512
