previous_key,event_id,event_type,vessel_gln,gtin,serial_number,weight,event_time,location_name,location_coordinate,catch_date,vessal_owner_name,species,economic_zone,first_freeze_date,catch_certificate_id,conservation_reference_size,catch_area,company_name,generator_type,new_key,generator_gln,next_pi_gln
d7775654-7259-4967-ae24-4bf0b4f0fdd6,d13ddf2f-ac71-4b7c-b18b-e546db5f816a,1,0350342238626,24237326191560,10FYEN,5598,2022-Aug-09T18:18:09 +0000,Bali,"-8.5314842,115.4993622",2022-Aug-09,GtsyyVU,Salmon,3378580848155,2022-Aug-09,96802097403790,20cm,1844195737121,Bali_factory_1,fishing vessel,d7775654-7259-4967-ae24-4bf0b4f0fdd6,0350342238626,8542395941718
f242810e-8100-4f6c-9c5c-098633b57158,571adcb1-4554-4138-8e7c-e6d7fe8fa05e,1,0350342238626,73275342380331,55TTRUR,4749,2022-Aug-09T18:18:09 +0000,Bali,"-8.5314842,115.4993622",2022-Aug-09,BcrhWbY,Cod,2894998644613,2022-Aug-09,42569396274258,20cm,0857859301485,Bali_factory_1,fishing vessel,f242810e-8100-4f6c-9c5c-098633b57158,0350342238626,9661834951904
947294da-2d07-4683-b3f5-10a41fa4d26a,0c094f75-8628-4a05-a79d-aa1c6e38641d,1,0350342238626,46680014465213,84ZXHNWZM,4215,2022-Aug-09T18:18:09 +0000,Bali,"-8.5314842,115.4993622",2022-Aug-09,ufmBBJl,Salmon,3036196076164,2022-Aug-09,52784317466364,45cm,4676117478821,Bali_factory_1,fishing vessel,947294da-2d07-4683-b3f5-10a41fa4d26a,0350342238626,9661834951904
5f0f8715-7bda-4b6a-ad77-f134fe412cbd,af4450cb-820c-4698-86bc-734aba65b281,1,9420022819180,20768488647177,410ZXSRKRLOZUSSZLOHUH,2528,2022-Aug-09T18:18:09 +0000,Bali,"-8.1971482,114.4440049",2022-Aug-09,ASXyWjg,Tuna,7732929060025,2022-Aug-09,16823273005926,49cm,6339502583267,Bali_factory_2,fishing vessel,5f0f8715-7bda-4b6a-ad77-f134fe412cbd,9420022819180,1677773844615
a14accd4-b5bc-44fe-81b6-c3947b08453c,0c386953-39da-4ea8-b8df-5e778e7455e1,1,0350342238626,58104406887264,02HLUASLJPNTKPUGOLOSAE,7254,2022-Aug-09T18:18:09 +0000,Bali,"-8.5314842,115.4993622",2022-Aug-09,OPNEekS,Tuna,5013584673568,2022-Aug-09,28646680675878,27cm,9016493621417,Bali_factory_1,fishing vessel,a14accd4-b5bc-44fe-81b6-c3947b08453c,0350342238626,8542395941718
ca2bd6af-c290-4cd6-916f-055268993855,8072dea3-be72-49a0-91da-5b8d3072c6d7,1,9420022819180,96464593701433,46AQ,9276,2022-Aug-09T18:18:09 +0000,Bali,"-8.1971482,114.4440049",2022-Aug-09,CSyfCJO,Tuna,0224756351486,2022-Aug-09,89282096343442,33cm,1412352596223,Bali_factory_2,fishing vessel,ca2bd6af-c290-4cd6-916f-055268993855,9420022819180,1677773844615
b99a9901-62c4-42d9-b95d-34e8e99c4605,e5db9f1c-0576-4c74-98f5-0d25be8f8d97,1,0350342238626,51722719698734,30KADJJFVUO,8582,2022-Aug-09T18:18:09 +0000,Bali,"-8.5314842,115.4993622",2022-Aug-09,jNvfAGw,Cod,8294340263058,2022-Aug-09,79870136052869,20cm,9497187150955,Bali_factory_1,fishing vessel,b99a9901-62c4-42d9-b95d-34e8e99c4605,0350342238626,8542395941718
1751cca9-e234-44e3-b820-547266284b93,b1185818-90b0-4693-bf28-5ff1e783de6d,1,9420022819180,95504224072566,38OKUIGQUK,2272,2022-Aug-09T18:18:09 +0000,Bali,"-8.1971482,114.4440049",2022-Aug-09,KyfAJWq,Salmon,5957218712452,2022-Aug-09,24763898680848,13cm,4863054867651,Bali_factory_2,fishing vessel,1751cca9-e234-44e3-b820-547266284b93,9420022819180,1677773844615
e0293ac8-edc9-4525-a0ff-7f90ddcf8297,7fa03164-652b-4a35-9223-47ed3fcb3863,1,0350342238626,62254685303598,33JWDWGJ,2203,2022-Aug-09T18:18:09 +0000,Bali,"-8.5314842,115.4993622",2022-Aug-09,nPiqUNX,Cod,2570004534821,2022-Aug-09,73195498311005,46cm,3579729879283,Bali_factory_1,fishing vessel,e0293ac8-edc9-4525-a0ff-7f90ddcf8297,0350342238626,1677773844615
47f3c48c-05e7-4580-95ff-d1b73d9d9dc8,79b0efd7-5e11-4c87-88a8-1ed180d452cc,1,3426882582978,26998600078747,98VENQOWYZYYZVNEFPWEYM,4432,2022-Aug-09T18:18:09 +0000,Bali,"-8.785488,115.1833109",2022-Aug-09,zjfycgh,Salmon,8844700325003,2022-Aug-09,91371188809610,41cm,6519098665454,Bali_factory_0,fishing vessel,47f3c48c-05e7-4580-95ff-d1b73d9d9dc8,3426882582978,9661834951904
