previous_key,new_key,event_id,event_type,supplier_gln,customer_gln,carrier_gln,sscc,gtin,serial_number,weight,event_time,location_name,location_coordinate,departure_gln,temperature,comapny_name,generator_type,generator_gln,last_pi_gln,next_pi_gln,company_name
18d961c1-2f75-4127-aaf5-35c49198eb5b,18d961c1-2f75-4127-aaf5-35c49198eb5b,f05f6e6b-228b-4341-8b6d-5a311d07f60e,3,8391076131052,1615872129892,5139577409319,2706734035009,08954641856857,75SUXX,72,2022-Aug-18T15:48:52 +0000,Sarabaya,"-7.2551244,112.6467866",8085929503264,-1.2,oQyjuot,logistic services provider,5139577409319,8391076131052,1615872129892,Sarabaya_logistics_0
1b5fcc77-b96d-4c82-a9e6-d2c15d28dbea,1b5fcc77-b96d-4c82-a9e6-d2c15d28dbea,a660e126-c2d3-417a-92ef-966772cc4a80,3,8476421023881,1615872129892,8591310264612,7216099579687,50235352603328,46LJFLOOIOHFXDA,86,2022-Aug-18T15:48:52 +0000,Sarabaya,"-7.2480575,112.6842088",5628769992409,-2.9,GIgFaFN,logistic services provider,8591310264612,8476421023881,1615872129892,Sarabaya_logistics_1
8ba073ca-27d2-42cf-b027-1d1e9286a188,8ba073ca-27d2-42cf-b027-1d1e9286a188,eaf01857-2ea5-4a49-aeeb-ff95b61cc6ca,3,0307593212864,2594088301209,5186053156564,9354015662592,55531380823809,05QBGJKRPIOGGRM,56,2022-Aug-18T15:48:52 +0000,Sarabaya,"-7.2689175,112.69777",1804826952751,-2.7,MuZTMvz,logistic services provider,5186053156564,0307593212864,2594088301209,Sarabaya_logistics_2
47d75dba-8b23-448e-9d06-8a9885107230,47d75dba-8b23-448e-9d06-8a9885107230,ec34641b-e50d-4906-accd-c9e7557b0ee6,3,8391076131052,8635012883071,5139577409319,3446392909627,15282988163027,05IHMPJSVKCKFOVD,41,2022-Aug-18T15:48:52 +0000,Sarabaya,"-7.2551244,112.6467866",7510879628319,-9.6,hLRveSb,logistic services provider,5139577409319,8391076131052,8635012883071,Sarabaya_logistics_0
3820fb7a-a778-454c-96c7-b357e1a45684,3820fb7a-a778-454c-96c7-b357e1a45684,eaa37312-788f-45b5-85f8-08cadd085f3f,3,8391076131052,2594088301209,5186053156564,5950845786573,15478897237041,61TGMZ,42,2022-Aug-18T15:48:52 +0000,Sarabaya,"-7.2689175,112.69777",8236145746784,-7.6,aFJAWNO,logistic services provider,5186053156564,8391076131052,2594088301209,Sarabaya_logistics_2
178a0c6b-46a3-403d-be91-984e465ab186,178a0c6b-46a3-403d-be91-984e465ab186,93474408-c9f3-4ef4-b8e4-49c516bc3446,3,8391076131052,1615872129892,5139577409319,0107160309715,97803835129427,410NQQCHIYZW,33,2022-Aug-18T15:48:52 +0000,Sarabaya,"-7.2551244,112.6467866",0638658281621,-7.8,AVPKPBW,logistic services provider,5139577409319,8391076131052,1615872129892,Sarabaya_logistics_0
688918e8-d81c-4722-8a3d-afa8c5d419f7,688918e8-d81c-4722-8a3d-afa8c5d419f7,738da1c5-295e-4944-ab44-990b9b5742e7,3,8391076131052,8635012883071,8591310264612,1623099966886,23368935640274,410V,29,2022-Aug-18T15:48:52 +0000,Sarabaya,"-7.2480575,112.6842088",3953619658213,-4.6,OSzSdfg,logistic services provider,8591310264612,8391076131052,8635012883071,Sarabaya_logistics_1
ff4de477-7226-4661-a5aa-0606f408d337,ff4de477-7226-4661-a5aa-0606f408d337,3ba04141-195f-4bd1-a11a-45def6080ee7,3,8476421023881,1615872129892,8591310264612,2254602968631,75885610342704,59IYKWOCGMAMBTL,61,2022-Aug-18T15:48:52 +0000,Sarabaya,"-7.2480575,112.6842088",5533584451286,-9.1,cZLuJRg,logistic services provider,8591310264612,8476421023881,1615872129892,Sarabaya_logistics_1
96dd2a57-2133-4640-8dd7-f7a65c1a13a0,96dd2a57-2133-4640-8dd7-f7a65c1a13a0,89cf8014-9cde-4ef5-9014-248d2c91f133,3,0307593212864,1615872129892,5139577409319,0677174622057,68507221387455,96NOPSKNSRIIJUP,61,2022-Aug-18T15:48:52 +0000,Sarabaya,"-7.2551244,112.6467866",2118416823377,-5.8,rSJhySM,logistic services provider,5139577409319,0307593212864,1615872129892,Sarabaya_logistics_0
8ee00798-90c6-403b-a44b-9e96db36ae4f,8ee00798-90c6-403b-a44b-9e96db36ae4f,f010393e-fb54-43e7-8b4f-053c09dc6e8a,3,0307593212864,8635012883071,8591310264612,5243394873000,65128693929082,16WLUSBUKHOIBLAM,64,2022-Aug-18T15:48:52 +0000,Sarabaya,"-7.2480575,112.6842088",4681528404746,-5.2,DKmqLTn,logistic services provider,8591310264612,0307593212864,8635012883071,Sarabaya_logistics_1
e85038e6-77a4-4786-8546-2251f00b229b,e85038e6-77a4-4786-8546-2251f00b229b,2d1f98cb-658e-4eea-a84d-bfff6c7a9ab8,3,8476421023881,2594088301209,5139577409319,0923132698710,80117094130712,18QZRPJSTMYBUVUFXHYMBWF,43,2022-Aug-18T15:48:52 +0000,Sarabaya,"-7.2551244,112.6467866",6948619206402,-1.0,sVCzHGC,logistic services provider,5139577409319,8476421023881,2594088301209,Sarabaya_logistics_0
f48d0ef0-4d0a-4a47-901f-9b39dded00ad,f48d0ef0-4d0a-4a47-901f-9b39dded00ad,b215614a-1c50-4f13-ace0-d00b241ea863,3,8476421023881,1615872129892,8591310264612,1391119680479,54560788303223,18KFQHXIBEQF,49,2022-Aug-18T15:48:52 +0000,Sarabaya,"-7.2480575,112.6842088",3516785659201,-9.6,hsVJSgj,logistic services provider,8591310264612,8476421023881,1615872129892,Sarabaya_logistics_1
d3dafc8c-5179-4118-978b-2cef66ae6d64,d3dafc8c-5179-4118-978b-2cef66ae6d64,42ecf91b-9b36-4ef4-8b12-85cab184e1a0,3,8391076131052,8635012883071,5139577409319,3484277852718,93913559141177,79GC,31,2022-Aug-18T15:48:52 +0000,Sarabaya,"-7.2551244,112.6467866",9023606406357,-3.1,mIuqMNq,logistic services provider,5139577409319,8391076131052,8635012883071,Sarabaya_logistics_0
30b1a233-6457-42ae-b6f1-b4cac56d80ab,30b1a233-6457-42ae-b6f1-b4cac56d80ab,50f089cc-673f-4f7b-a977-fc4d3d2dd874,3,0307593212864,8635012883071,5139577409319,7672427967994,24410794680303,68GWACINNFVFXBZVVGXIVSU,104,2022-Aug-18T15:48:52 +0000,Sarabaya,"-7.2551244,112.6467866",1662848348509,-6.5,RfsQAsi,logistic services provider,5139577409319,0307593212864,8635012883071,Sarabaya_logistics_0
2f877a67-0850-4c1e-beb8-dd0a0a7a3eaa,2f877a67-0850-4c1e-beb8-dd0a0a7a3eaa,d0aeacce-789a-4a8d-a752-d36a92ac5fd2,3,0307593212864,1615872129892,5139577409319,9093107570700,15414006778688,05RSERTODBAOFBPJHMYJT,30,2022-Aug-18T15:48:52 +0000,Sarabaya,"-7.2551244,112.6467866",8327429852526,-4.1,nReQLDJ,logistic services provider,5139577409319,0307593212864,1615872129892,Sarabaya_logistics_0
f5966d0e-dab8-4146-b54a-6b9129413374,f5966d0e-dab8-4146-b54a-6b9129413374,1ddef75a-bae0-4442-b68c-24a5d933d489,3,8391076131052,1615872129892,8591310264612,9682303677745,24443717863871,610HFP,102,2022-Aug-18T15:48:52 +0000,Sarabaya,"-7.2480575,112.6842088",6381919925707,-1.4,LwsejPa,logistic services provider,8591310264612,8391076131052,1615872129892,Sarabaya_logistics_1
6c369cca-08d7-4bbe-8175-44e65696c217,6c369cca-08d7-4bbe-8175-44e65696c217,c5f3ebc8-bc61-462b-bd8e-ce4f4b3cc12d,3,0307593212864,2594088301209,5139577409319,2819925218805,61063465724545,104NSGAEMFNMQCLATYM,74,2022-Aug-18T15:48:52 +0000,Sarabaya,"-7.2551244,112.6467866",1531892373787,-2.9,QCDiACk,logistic services provider,5139577409319,0307593212864,2594088301209,Sarabaya_logistics_0
afdf6a46-0a92-4d1f-9986-2c259c893abd,afdf6a46-0a92-4d1f-9986-2c259c893abd,cc1740ab-2238-4290-860a-2e852d54be0e,3,8476421023881,8635012883071,5186053156564,4922004127778,14017238242055,13LULD,101,2022-Aug-18T15:48:52 +0000,Sarabaya,"-7.2689175,112.69777",8412911899934,-2.9,NFmzRfm,logistic services provider,5186053156564,8476421023881,8635012883071,Sarabaya_logistics_2
dc8c0cb4-41b8-48c4-8e2a-8a263f9927bc,dc8c0cb4-41b8-48c4-8e2a-8a263f9927bc,9eb8c5a4-34df-4bc7-ac4a-6233cbfaca45,3,8391076131052,1615872129892,8591310264612,0048981986066,26198127748630,16AIOQEGJPOFBIFXWZ,56,2022-Aug-18T15:48:52 +0000,Sarabaya,"-7.2480575,112.6842088",6771210434523,-0.2,EeUgiMl,logistic services provider,8591310264612,8391076131052,1615872129892,Sarabaya_logistics_1
58328ed5-c027-4fcc-9702-c6ed5a4d5225,58328ed5-c027-4fcc-9702-c6ed5a4d5225,77ad2600-8b45-460e-b6de-3e9aba5fc367,3,0307593212864,8635012883071,5186053156564,6898515348175,45847013775878,25EIIDSMMJRV,73,2022-Aug-18T15:48:52 +0000,Sarabaya,"-7.2689175,112.69777",0149710448906,-1.1,SASFoiL,logistic services provider,5186053156564,0307593212864,8635012883071,Sarabaya_logistics_2
