previous_key,new_key,event_id,event_type,retailer_gln,gtin,serial_number,quantity,event_time,location_name,location_coordinate,price,company_name,generator_type,generator_gln,last_pi_gln
18d961c1-2f75-4127-aaf5-35c49198eb5b,18d961c1-2f75-4127-aaf5-35c49198eb5b,a72904e5-2636-4114-b89c-f92a90b7009f,7,1615872129892,08954641856857,75SUXX,1,2022-Aug-19T15:48:52 +0000,Jakarta_retailer_1,"-6.1357107,106.7718604",44.52,Jakarta,retailer,1615872129892,1615872129892
1b5fcc77-b96d-4c82-a9e6-d2c15d28dbea,1b5fcc77-b96d-4c82-a9e6-d2c15d28dbea,9471c0dd-9bb1-41c0-92e4-32b9ac549fed,7,1615872129892,50235352603328,46LJFLOOIOHFXDA,1,2022-Aug-19T15:48:52 +0000,Jakarta_retailer_1,"-6.1357107,106.7718604",32.43,Jakarta,retailer,1615872129892,1615872129892
8ba073ca-27d2-42cf-b027-1d1e9286a188,8ba073ca-27d2-42cf-b027-1d1e9286a188,6fdb684b-d3ee-4168-be43-987d2766063c,7,2594088301209,55531380823809,05QBGJKRPIOGGRM,1,2022-Aug-19T15:48:52 +0000,Jakarta_retailer_2,"-6.2609728,106.8349801",22.09,Jakarta,retailer,2594088301209,2594088301209
47d75dba-8b23-448e-9d06-8a9885107230,47d75dba-8b23-448e-9d06-8a9885107230,c43328f2-25da-4fe6-860f-74160cf57b20,7,8635012883071,15282988163027,05IHMPJSVKCKFOVD,1,2022-Aug-19T15:48:52 +0000,Jakarta_retailer_0,"-6.1600821,106.72224",13.98,Jakarta,retailer,8635012883071,8635012883071
3820fb7a-a778-454c-96c7-b357e1a45684,3820fb7a-a778-454c-96c7-b357e1a45684,4ca454d3-266e-48ee-863a-f0ed506f78ca,7,2594088301209,15478897237041,61TGMZ,1,2022-Aug-19T15:48:52 +0000,Jakarta_retailer_2,"-6.2609728,106.8349801",29.83,Jakarta,retailer,2594088301209,2594088301209
178a0c6b-46a3-403d-be91-984e465ab186,178a0c6b-46a3-403d-be91-984e465ab186,688ccb47-513c-44c4-ba84-b87d96c33642,7,1615872129892,97803835129427,410NQQCHIYZW,1,2022-Aug-19T15:48:52 +0000,Jakarta_retailer_1,"-6.1357107,106.7718604",21.71,Jakarta,retailer,1615872129892,1615872129892
688918e8-d81c-4722-8a3d-afa8c5d419f7,688918e8-d81c-4722-8a3d-afa8c5d419f7,044591bd-3e85-4759-897b-276dc7f2382e,7,8635012883071,23368935640274,410V,1,2022-Aug-19T15:48:52 +0000,Jakarta_retailer_0,"-6.1600821,106.72224",42.92,Jakarta,retailer,8635012883071,8635012883071
ff4de477-7226-4661-a5aa-0606f408d337,ff4de477-7226-4661-a5aa-0606f408d337,961c9aff-e2fa-4fde-af25-b9f891d3faf3,7,1615872129892,75885610342704,59IYKWOCGMAMBTL,1,2022-Aug-19T15:48:52 +0000,Jakarta_retailer_1,"-6.1357107,106.7718604",48.76,Jakarta,retailer,1615872129892,1615872129892
96dd2a57-2133-4640-8dd7-f7a65c1a13a0,96dd2a57-2133-4640-8dd7-f7a65c1a13a0,fd636a11-124e-4e0d-8966-2aa1a97258ad,7,1615872129892,68507221387455,96NOPSKNSRIIJUP,1,2022-Aug-19T15:48:52 +0000,Jakarta_retailer_1,"-6.1357107,106.7718604",21.93,Jakarta,retailer,1615872129892,1615872129892
8ee00798-90c6-403b-a44b-9e96db36ae4f,8ee00798-90c6-403b-a44b-9e96db36ae4f,6b147d27-03d4-41f2-97f3-9a650ba7af9d,7,8635012883071,65128693929082,16WLUSBUKHOIBLAM,1,2022-Aug-19T15:48:52 +0000,Jakarta_retailer_0,"-6.1600821,106.72224",6.0,Jakarta,retailer,8635012883071,8635012883071
