event_type,supplier_gln,customer_gln,carrier_gln,sscc,gtin,serial_number,weight,event_time,destination_gln,departure_gln,temperature,generator_gln,last_pi_gln,next_pi_gln
3,6202705050110,6175564363221,7449482494005,3286874030839,22730166603329,47VQPPYJTGFGMCCT,4704,2022-Jul-25T18:21:44 +0000,0979461236842,4533322114754,-7.8,7449482494005,8059080253580,6175564363221
3,6202705050110,6175564363221,7449482494005,6465656912505,32871501330565,14UXAY,7089,2022-Jul-25T18:21:44 +0000,1653941846611,2635590551594,-5.1,7449482494005,8059080253580,6175564363221
3,8545460489289,7288533981662,5217276845326,2754967880776,41191406030145,44FISLWTJOVHHZ,2173,2022-Jul-25T18:21:44 +0000,4335829698113,0421524671990,-6.9,5217276845326,7856828308118,7288533981662
3,8545460489289,7288533981662,5217276845326,4788354249536,14989925569327,102LYQAOSRRUBIKDYXJ,6364,2022-Jul-25T18:21:44 +0000,5571320747000,2943903525922,-4.1,5217276845326,7856828308118,7288533981662
3,8366750477369,6175564363221,7449482494005,7480421695146,39302782965171,25FAZXOUZSORSUNCTXD,8697,2022-Jul-25T18:21:44 +0000,8202098891254,1017266142746,-3.9,7449482494005,8059080253580,6175564363221
3,8366750477369,6175564363221,7449482494005,1799770247549,75827146287424,44POFXRRMJR,3099,2022-Jul-25T18:21:44 +0000,8703708393333,6403078532550,-3.7,7449482494005,8059080253580,6175564363221
3,8366750477369,7288533981662,5217276845326,3596711796818,66062616575547,32NROPMGU,720,2022-Jul-25T18:21:44 +0000,5216616466855,3195560397451,-4.5,5217276845326,8059080253580,7288533981662
3,8366750477369,7288533981662,5217276845326,4483536351408,28409824311618,21HIWNYFEEJLRILF,2351,2022-Jul-25T18:21:44 +0000,8830056560716,4867026216155,-8.1,5217276845326,8059080253580,7288533981662
3,8545460489289,6175564363221,2120438658532,2487134012046,66075274672168,55PFX,4676,2022-Jul-25T18:21:44 +0000,5591664885817,2878945148209,-1.4,2120438658532,8059080253580,6175564363221
3,8545460489289,6175564363221,2120438658532,5621053145390,75706819705006,07PMSNSKQ,2569,2022-Jul-25T18:21:44 +0000,0311021530864,4773435868540,-1.8,2120438658532,8059080253580,6175564363221
3,8545460489289,6175564363221,5217276845326,9275490292661,86253592731602,89OMRDAXVEIIUMKNMYIZ,4715,2022-Jul-25T18:21:44 +0000,5268828424486,1818824013159,-6.6,5217276845326,8952125304736,6175564363221
3,8545460489289,6175564363221,5217276845326,7212024491378,33788439237961,1010FHQQRFCCJJXBOHVKKB,5959,2022-Jul-25T18:21:44 +0000,5464745515048,0449030523333,-9.3,5217276845326,8952125304736,6175564363221
3,8545460489289,7288533981662,5217276845326,5299389820735,81891882579856,010SBOCGLKFFPQGIXRQIGY,7766,2022-Jul-25T18:21:44 +0000,5494003854941,5122365584972,-5.2,5217276845326,8952125304736,7288533981662
3,8545460489289,7288533981662,5217276845326,9108984832051,19293386673978,66HEPAYACLYTWMJEE,5604,2022-Jul-25T18:21:44 +0000,1075079586192,5246411399820,-9.7,5217276845326,8952125304736,7288533981662
3,8545460489289,8333393268870,2120438658532,4954193787747,41164117574412,42OY,2052,2022-Jul-25T18:21:44 +0000,8166479315980,5155319224976,-2.2,2120438658532,8952125304736,8333393268870
3,8545460489289,8333393268870,2120438658532,4819146794926,77367447420811,47YKTLRIMRYHQW,6769,2022-Jul-25T18:21:44 +0000,4732767572167,8027334726230,-7.9,2120438658532,8952125304736,8333393268870
3,8366750477369,6175564363221,5217276845326,7360587758687,66502355146598,26RNHCSTRAGBHARMTZUZP,7704,2022-Jul-25T18:21:44 +0000,9811006128083,0228089719649,-9.9,5217276845326,7856828308118,6175564363221
3,8366750477369,6175564363221,5217276845326,8909181971499,06315636865107,06XXRWTJQUCA,2468,2022-Jul-25T18:21:44 +0000,9589643268554,6602884242845,-8.5,5217276845326,7856828308118,6175564363221
3,8366750477369,6175564363221,5217276845326,4678885841692,18219490400918,34BHOOFFMCY,9012,2022-Jul-25T18:21:44 +0000,4262335974197,2896650502591,-0.1,5217276845326,8952125304736,6175564363221
3,8366750477369,6175564363221,5217276845326,1282162144825,72769539945285,39KXXXVXN,9608,2022-Jul-25T18:21:44 +0000,3128936742189,5889924901847,-7.5,5217276845326,8952125304736,6175564363221
3,8545460489289,7288533981662,7449482494005,3917765952293,16831916951114,87NR,6159,2022-Jul-25T18:21:44 +0000,7379469855310,6019353795746,-5.0,7449482494005,8059080253580,7288533981662
3,8545460489289,7288533981662,7449482494005,4756173732969,34821764627582,17YCAIOBOMBBI,4424,2022-Jul-25T18:21:44 +0000,5699885120484,3898553898537,-5.7,7449482494005,8059080253580,7288533981662
3,8366750477369,6175564363221,7449482494005,5159367483157,16953137806177,73QKEZBGKHXULKYBIQRN,8499,2022-Jul-25T18:21:44 +0000,6171929926214,7602427090634,-0.9,7449482494005,8952125304736,6175564363221
