event_type,supplier_gln,customer_gln,carrier_gln,sscc,gtin,serial_number,weight,event_time,destination_gln,departure_gln,temperature,generator_gln,last_pi_gln,next_pi_gln
3,4865149269440,4953828584771,0706821359085,6698085548650,39029486356512,04PPXUORPLNCFWFMN,2661,2022-Jul-25T18:20:25 +0000,0966179930678,6275333647314,-7.7,0706821359085,2497278491328,4953828584771
3,0822024313977,6514093577322,6358959074235,1683372915600,37375397539819,36QKJSMZSZMX,2701,2022-Jul-25T18:20:25 +0000,0065011380386,6217960834517,-2.9,6358959074235,2497278491328,6514093577322
3,0822024313977,4953828584771,7002841700014,3389869587021,08791629504036,11ZAO,4824,2022-Jul-25T18:20:25 +0000,1010646757560,3542336145665,-8.8,7002841700014,0892198612268,4953828584771
3,4865149269440,6649113209993,7002841700014,2759650624786,49012244734566,13LAZVSJZMURTFT,4246,2022-Jul-25T18:20:25 +0000,6898077709167,7445577101618,-1.5,7002841700014,9024978117146,6649113209993
3,0822024313977,4953828584771,0706821359085,1826459055660,60468701509668,26CRTIUT,8874,2022-Jul-25T18:20:25 +0000,7466709682034,9436449864160,-8.5,0706821359085,0892198612268,4953828584771
3,4865149269440,6649113209993,0706821359085,2873590688042,83614433674076,07YGFT,6816,2022-Jul-25T18:20:25 +0000,5880895163091,0893947376940,-5.5,0706821359085,2497278491328,6649113209993
3,0822024313977,6649113209993,7002841700014,2129805505732,11483413609520,29IYEMEVZKXEB,8014,2022-Jul-25T18:20:25 +0000,2952913761874,5963845737196,-5.8,7002841700014,2497278491328,6649113209993
3,4865149269440,4953828584771,7002841700014,2310058310702,38870576602862,710VGQOTAL,8981,2022-Jul-25T18:20:25 +0000,4152909482426,7379645793260,-9.8,7002841700014,0892198612268,4953828584771
3,4865149269440,6514093577322,6358959074235,3541893548896,17955217814330,39BGDWDAJVJW,4780,2022-Jul-25T18:20:25 +0000,6801489077288,1721335895133,-1.2,6358959074235,0892198612268,6514093577322
3,4865149269440,6514093577322,0706821359085,0612948867750,82439710873617,104KPSFMLIRPPZFI,4344,2022-Jul-25T18:20:25 +0000,6439584746902,3675992575911,-3.0,0706821359085,2497278491328,6514093577322
3,3097152335087,4953828584771,7002841700014,7221190477463,64178455937393,62BTREUZVGTZMXRCWCLND,4183,2022-Jul-25T18:20:25 +0000,7990516044934,7832280161500,-8.4,7002841700014,0892198612268,4953828584771
3,0822024313977,6649113209993,0706821359085,3023483988772,38031641666732,13OEXKGIGFJJJ,9455,2022-Jul-25T18:20:25 +0000,5130062968688,5866507698294,-0.9,0706821359085,2497278491328,6649113209993
3,3097152335087,4953828584771,6358959074235,2850415883491,06082400548487,32KIXKAEAUPFPATEXNLCV,4190,2022-Jul-25T18:20:25 +0000,9467806320573,5893825233745,-9.5,6358959074235,2497278491328,4953828584771
3,0822024313977,4953828584771,0706821359085,0528742054596,80826765036384,37FBLHUSDHEMHDTOIZDZIL,9070,2022-Jul-25T18:20:25 +0000,0795583119867,6961367550219,-5.2,0706821359085,9024978117146,4953828584771
3,3097152335087,4953828584771,7002841700014,8066903280013,18123417909181,25YYJD,4994,2022-Jul-25T18:20:25 +0000,4128122407711,4584400956540,-1.3,7002841700014,9024978117146,4953828584771
3,0822024313977,6514093577322,7002841700014,4554241493786,69438789298036,70PAQTEDUNWUDMHSO,7693,2022-Jul-25T18:20:25 +0000,6211964477573,0033717403778,-9.4,7002841700014,0892198612268,6514093577322
3,3097152335087,6649113209993,6358959074235,8084354861389,49263769530383,46DPTXZFXCVSEC,9787,2022-Jul-25T18:20:25 +0000,4320618357981,7409838023594,-3.7,6358959074235,9024978117146,6649113209993
3,4865149269440,4953828584771,0706821359085,1745477792813,28115565927661,39HROHRWHAEBJOT,5909,2022-Jul-25T18:20:25 +0000,6892874367152,8401429963673,-7.0,0706821359085,0892198612268,4953828584771
3,0822024313977,6649113209993,6358959074235,2830171158203,62426925889068,65FQQHKUNCDDQTMBBT,2295,2022-Jul-25T18:20:25 +0000,9443223103458,4393664842250,-8.1,6358959074235,2497278491328,6649113209993
3,3097152335087,4953828584771,0706821359085,7819899868876,26775514361225,53FPU,6338,2022-Jul-25T18:20:25 +0000,8408240900341,0343499519830,-7.4,0706821359085,9024978117146,4953828584771
