event_type,supplier_gln,customer_gln,carrier_gln,sscc,gtin,serial_number,weight,event_time,destination_gln,departure_gln,temperature,generator_gln,last_pi_gln,next_pi_gln
3,6463356961057,8027666502840,2842748985108,1829376260150,53162513472755,610VXM,4709,2022-Jul-23T16:16:20 +0000,0318306416751,6863680939517,-6.0,2842748985108,1528731302074,8027666502840
3,6464199633757,2842748985108,8027666502840,3452506829555,00059584968637,87TIB,7513,2022-Jul-23T16:16:20 +0000,3008778852181,3417515926042,-0.3,8027666502840,1528731302074,2842748985108
3,6463356961057,8027666502840,2842748985108,4969399621771,11324305279709,20LLIWQADPCUTBKBRID,3518,2022-Jul-23T16:16:20 +0000,1665163144630,6356772491948,-5.6,2842748985108,5428682625373,8027666502840
3,5436228123765,2842748985108,6138483984369,0967673117675,17085205146521,15XKEKZX,2467,2022-Jul-23T16:16:20 +0000,2746893602398,2938758526687,-8.8,6138483984369,3913632605816,2842748985108
3,6464199633757,8027666502840,8027666502840,8810231529550,35760216887177,69THQAASVTWPTK,1935,2022-Jul-23T16:16:20 +0000,3570539120738,3051122679163,-1.7,8027666502840,3913632605816,8027666502840
3,6463356961057,2842748985108,8027666502840,1488329471521,36500130086730,74MZ,3753,2022-Jul-23T16:16:20 +0000,8778738449367,1664818265698,-7.9,8027666502840,1528731302074,2842748985108
3,5436228123765,8027666502840,6138483984369,8104281164390,09978149056806,13KWSGVLBOPQXILL,5750,2022-Jul-23T16:16:20 +0000,8162773473428,2915561665438,-6.5,6138483984369,1528731302074,8027666502840
3,5436228123765,2842748985108,8027666502840,9838224155636,08975017612911,108BDB,1162,2022-Jul-23T16:16:20 +0000,5724443321215,2571192150750,-4.7,8027666502840,5428682625373,2842748985108
3,6464199633757,2842748985108,8027666502840,6397816434143,03355505611041,106NBYHCNENCIAUNZ,8086,2022-Jul-23T16:16:20 +0000,5104432075580,2230086188456,-5.3,8027666502840,5428682625373,2842748985108
3,6463356961057,2842748985108,8027666502840,8487896435116,17763794764451,22MZFJAPETAUKQKYKAHIAGL,9175,2022-Jul-23T16:16:20 +0000,5790189739207,7479363851185,-4.5,8027666502840,5428682625373,2842748985108
3,5436228123765,6138483984369,6138483984369,6528953052747,39664376818760,41KYDZYIQC,8176,2022-Jul-23T16:16:20 +0000,5898845336266,4806752351723,-9.5,6138483984369,3913632605816,6138483984369
3,6464199633757,8027666502840,8027666502840,4977953854420,90117316873602,29KSZFVOCFJU,3603,2022-Jul-23T16:16:20 +0000,3513571948687,9646827563647,-4.4,8027666502840,5428682625373,8027666502840
3,6464199633757,8027666502840,6138483984369,1672461967484,03673795229723,28UHXYEMH,4211,2022-Jul-23T16:16:20 +0000,7110858154226,9533021967754,-7.5,6138483984369,3913632605816,8027666502840
3,6463356961057,8027666502840,6138483984369,5511077297662,54587022010967,42AHAEZRFZNVZVYZ,2496,2022-Jul-23T16:16:20 +0000,6230147219293,5034843079550,-9.4,6138483984369,1528731302074,8027666502840
3,5436228123765,6138483984369,6138483984369,4276455999757,79758617394608,41FBTBUQMNK,9293,2022-Jul-23T16:16:20 +0000,3624967497393,5963233481786,-2.9,6138483984369,5428682625373,6138483984369
3,6463356961057,2842748985108,6138483984369,6988118377044,25656125019121,44HUJHWOM,9680,2022-Jul-23T16:16:20 +0000,8194780086749,6864919326328,-4.3,6138483984369,1528731302074,2842748985108
3,5436228123765,6138483984369,6138483984369,9716826302509,02259517653567,31XC,8611,2022-Jul-23T16:16:20 +0000,1817804580813,2575504931407,-1.1,6138483984369,3913632605816,6138483984369
3,6463356961057,6138483984369,8027666502840,2838956432381,15699051888330,46XMCEYRIVCZHI,5337,2022-Jul-23T16:16:20 +0000,1045173346832,4093027440579,-7.3,8027666502840,5428682625373,6138483984369
3,5436228123765,6138483984369,8027666502840,7663383848921,70875339382640,27JDMMLARYRYF,5742,2022-Jul-23T16:16:20 +0000,6015872299426,9504491706670,-7.4,8027666502840,3913632605816,6138483984369
3,5436228123765,2842748985108,8027666502840,6377248855755,78280542187717,51WXZEZITF,7808,2022-Jul-23T16:16:20 +0000,3015928963619,0006760313686,-7.4,8027666502840,5428682625373,2842748985108
