previous_key,new_key,event_id,event_type,supplier_gln,customer_gln,carrier_gln,sscc,gtin,serial_number,weight,event_time,location_name,location_coordinate,departure_gln,temperature,comapny_name,generator_type,generator_gln,last_pi_gln,next_pi_gln,company_name
912edf2e-933d-4793-9ba0-2077c57070ac,912edf2e-933d-4793-9ba0-2077c57070ac,06398877-6d4f-46a7-bddc-17776309db78,3,1043022868954,0477293072543,3238108924487,1288073436049,69700806964203,210UDXYXNFEKJAIWFVQMW,5382,2022-Aug-11T23:21:40 +0000,Bali,"-8.290173,114.3303922",1040770726544,-6.1,PrWcHKU,logistic services provider,3238108924487,8062616427750,0477293072543,Bali_logistics_2
e310c2bf-6532-40c9-a056-31b2c783bbbc,e310c2bf-6532-40c9-a056-31b2c783bbbc,c1d64f91-1479-4b79-bf01-141bc5c89f3d,3,1043022868954,0477293072543,3913201877565,4132092508264,09044079310500,34APWXRXNNORBZNQUUKOOOR,6493,2022-Aug-11T23:21:40 +0000,Bali,"-8.1944802,114.3760511",0120070669332,-4.7,DaCdjEW,logistic services provider,3913201877565,4232317676876,0477293072543,Bali_logistics_1
6314a090-5a77-478a-b3e2-18393bcae281,6314a090-5a77-478a-b3e2-18393bcae281,291e3240-182a-4dd5-9567-6bf23022d000,3,1043022868954,3282612262267,3238108924487,5552043544413,22988359608758,91PZQ,9154,2022-Aug-11T23:21:40 +0000,Bali,"-8.290173,114.3303922",1893210945511,-4.9,TaYFASk,logistic services provider,3238108924487,7276782488155,3282612262267,Bali_logistics_2
d5324570-01d9-4e9a-918b-18bcf442b06f,d5324570-01d9-4e9a-918b-18bcf442b06f,84a20766-59a9-47b3-9821-c56d18142908,3,1043022868954,3126291842784,3913201877565,9830976037447,29906346554410,91NRHZCDEOPDVTZ,9519,2022-Aug-11T23:21:40 +0000,Bali,"-8.1944802,114.3760511",4635771331376,-1.2,MDqBNIO,logistic services provider,3913201877565,8062616427750,3126291842784,Bali_logistics_1
eaee1840-d689-479d-b480-a8e8b55181ca,eaee1840-d689-479d-b480-a8e8b55181ca,6d99bcff-e0ac-4aef-bc46-8d78d7f6928d,3,1477503325544,0477293072543,2809154928212,6891775433848,80845901012093,64YH,1528,2022-Aug-11T23:21:40 +0000,Bali,"-8.1534127,114.3914913",5821355883874,-7.4,YksxPQX,logistic services provider,2809154928212,8062616427750,0477293072543,Bali_logistics_0
fe569ae7-2cfc-4c7a-993d-d46b9207b776,fe569ae7-2cfc-4c7a-993d-d46b9207b776,c815c0ef-d5b6-4056-9957-302be5077f68,3,1477503325544,0477293072543,3238108924487,4433234115264,87555408889169,46HLGFDPKGR,4621,2022-Aug-11T23:21:40 +0000,Bali,"-8.290173,114.3303922",4874886707801,-2.2,DgGdlWd,logistic services provider,3238108924487,4232317676876,0477293072543,Bali_logistics_2
47f17c80-17a4-4e45-a073-4d34330f0c86,47f17c80-17a4-4e45-a073-4d34330f0c86,84d6cf1b-ed27-46ca-a704-65e867cd4d25,3,1477503325544,3126291842784,3238108924487,0732499509283,25359225448668,00CVTUFLGSZ,4777,2022-Aug-11T23:21:40 +0000,Bali,"-8.290173,114.3303922",4059917092139,-6.9,ZAOkudB,logistic services provider,3238108924487,7276782488155,3126291842784,Bali_logistics_2
e5abbc0b-502e-4981-b89b-0e79740adc0a,e5abbc0b-502e-4981-b89b-0e79740adc0a,6b042727-d3aa-49a2-ab3a-55a5657d6087,3,1477503325544,3282612262267,3238108924487,7224582531765,15700111399575,109NQU,3379,2022-Aug-11T23:21:40 +0000,Bali,"-8.290173,114.3303922",3526126709657,-4.5,WNRzsVV,logistic services provider,3238108924487,4232317676876,3282612262267,Bali_logistics_2
919e5589-12b6-4bc1-85ac-52c10ee87e3d,919e5589-12b6-4bc1-85ac-52c10ee87e3d,377ed006-e10d-4b77-b646-3e535df1d81c,3,1477503325544,3126291842784,2809154928212,1394583106237,29846508722564,103JKUSJWGMHASL,5788,2022-Aug-11T23:21:40 +0000,Bali,"-8.1534127,114.3914913",6905235201102,-1.5,coabxOI,logistic services provider,2809154928212,8062616427750,3126291842784,Bali_logistics_0
fda28a39-e98f-4874-8c28-4e4c07538285,fda28a39-e98f-4874-8c28-4e4c07538285,72148698-b019-4f33-92ad-d4eb0f1ed642,3,8820241672208,0477293072543,3913201877565,3508856613534,24142815773310,75PSWTBEB,3998,2022-Aug-11T23:21:40 +0000,Bali,"-8.1944802,114.3760511",5228653491765,-5.4,RkLVkHu,logistic services provider,3913201877565,7276782488155,0477293072543,Bali_logistics_1
4a22fa1f-bb57-4d68-9abe-e6a899ddff1d,4a22fa1f-bb57-4d68-9abe-e6a899ddff1d,7adf83b9-cb82-4019-be7e-549137fa92ac,3,8820241672208,0477293072543,3913201877565,8095279150773,87645394680755,71GSERDYMUFXSFY,3099,2022-Aug-11T23:21:40 +0000,Bali,"-8.1944802,114.3760511",1763374479190,-1.2,MWkWhhK,logistic services provider,3913201877565,7276782488155,0477293072543,Bali_logistics_1
f66aa655-3edf-441c-9161-ba5473f6e565,f66aa655-3edf-441c-9161-ba5473f6e565,bfbed120-6fa8-44f6-92ef-8d7854eaf5d5,3,1043022868954,3126291842784,3913201877565,7937784210392,21399737085512,45JSFPQLU,9682,2022-Aug-11T23:21:40 +0000,Bali,"-8.1944802,114.3760511",4026463915469,-8.3,dRYPFgw,logistic services provider,3913201877565,7276782488155,3126291842784,Bali_logistics_1
723543eb-a5a6-4fb2-8336-d4c669593878,723543eb-a5a6-4fb2-8336-d4c669593878,21074df9-2e17-4fe3-bd1e-d11af8149211,3,1477503325544,0477293072543,3913201877565,4302623350401,03640384759425,09KMTOJKYJAWDFIK,5571,2022-Aug-11T23:21:40 +0000,Bali,"-8.1944802,114.3760511",2614248639448,-6.4,tldeoPn,logistic services provider,3913201877565,8062616427750,0477293072543,Bali_logistics_1
133d2228-9b9b-4af8-a1ce-927d496c1c2c,133d2228-9b9b-4af8-a1ce-927d496c1c2c,5b83edd9-7c0b-4902-bad6-7d8e4c13f229,3,1043022868954,3282612262267,3913201877565,5252601694035,44985655917750,31TWIIYUPTH,7597,2022-Aug-11T23:21:40 +0000,Bali,"-8.1944802,114.3760511",0845464115261,-4.3,TqeHqUE,logistic services provider,3913201877565,4232317676876,3282612262267,Bali_logistics_1
