previous_key,new_key,event_id,event_type,retailer_gln,gtin,serial_number,quantity,event_time,location_name,location_coordinate,price,company_name,generator_type,generator_gln,last_pi_gln
912edf2e-933d-4793-9ba0-2077c57070ac,912edf2e-933d-4793-9ba0-2077c57070ac,1ee1085b-cb21-42b6-a4a1-46c0f6390827,7,2809134901901,02515937239417,21BATEFZDWIFCRDZDKX,1,2022-Aug-18T23:21:40 +0000,Jakarta_retailer_0,"-6.1600821,106.72224",11.94,Jakarta,retailer,2809134901901,2809134901901
e310c2bf-6532-40c9-a056-31b2c783bbbc,e310c2bf-6532-40c9-a056-31b2c783bbbc,7d27b287-4add-4415-b432-c23dca1423a8,7,0607610813207,94725290031095,101XIDF,1,2022-Aug-18T23:21:40 +0000,Jakarta_retailer_1,"-6.1357107,106.7718604",8.34,Jakarta,retailer,0607610813207,0607610813207
6314a090-5a77-478a-b3e2-18393bcae281,6314a090-5a77-478a-b3e2-18393bcae281,d010ef16-bf2a-4243-ba5c-54d98ea2b748,7,9031988939253,26870780782960,98CZSRAUZ,1,2022-Aug-18T23:21:40 +0000,Jakarta_retailer_2,"-6.2609728,106.8349801",47.91,Jakarta,retailer,9031988939253,9031988939253
d5324570-01d9-4e9a-918b-18bcf442b06f,d5324570-01d9-4e9a-918b-18bcf442b06f,b7ec5c5c-993c-4b6c-8418-52a89461ea40,7,0607610813207,78473090246934,91LO,1,2022-Aug-18T23:21:40 +0000,Jakarta_retailer_1,"-6.1357107,106.7718604",18.85,Jakarta,retailer,0607610813207,0607610813207
eaee1840-d689-479d-b480-a8e8b55181ca,eaee1840-d689-479d-b480-a8e8b55181ca,2d114059-7409-4a2c-b4ea-e6e59bc5ba14,7,9031988939253,86414385715900,11HWVBG,1,2022-Aug-18T23:21:40 +0000,Jakarta_retailer_2,"-6.2609728,106.8349801",18.04,Jakarta,retailer,9031988939253,9031988939253
fe569ae7-2cfc-4c7a-993d-d46b9207b776,fe569ae7-2cfc-4c7a-993d-d46b9207b776,6db9f095-6fdd-4aa9-8f4b-c1bbbade1680,7,2809134901901,65661735044613,96QBNQMPWTSVGJCF,1,2022-Aug-18T23:21:40 +0000,Jakarta_retailer_0,"-6.1600821,106.72224",9.74,Jakarta,retailer,2809134901901,2809134901901
47f17c80-17a4-4e45-a073-4d34330f0c86,47f17c80-17a4-4e45-a073-4d34330f0c86,61789fe3-c633-4822-8f5b-5361dd7bf8cf,7,2809134901901,64581100211478,92QZBEK,1,2022-Aug-18T23:21:40 +0000,Jakarta_retailer_0,"-6.1600821,106.72224",6.11,Jakarta,retailer,2809134901901,2809134901901
e5abbc0b-502e-4981-b89b-0e79740adc0a,e5abbc0b-502e-4981-b89b-0e79740adc0a,3e287ad8-630c-45a4-8e8f-614fa8b919bf,7,0607610813207,03197661667968,010JUL,1,2022-Aug-18T23:21:40 +0000,Jakarta_retailer_1,"-6.1357107,106.7718604",14.49,Jakarta,retailer,0607610813207,0607610813207
919e5589-12b6-4bc1-85ac-52c10ee87e3d,919e5589-12b6-4bc1-85ac-52c10ee87e3d,7f1e3328-8ff7-42ae-a9b4-a37ba3d0b6bd,7,2809134901901,93552685538640,68JVHPISAMMGH,1,2022-Aug-18T23:21:40 +0000,Jakarta_retailer_0,"-6.1600821,106.72224",41.86,Jakarta,retailer,2809134901901,2809134901901
fda28a39-e98f-4874-8c28-4e4c07538285,fda28a39-e98f-4874-8c28-4e4c07538285,bffcb453-7cc6-406a-a5cb-1bea970ae82d,7,2809134901901,21545700302314,17J,1,2022-Aug-18T23:21:40 +0000,Jakarta_retailer_0,"-6.1600821,106.72224",13.01,Jakarta,retailer,2809134901901,2809134901901
4a22fa1f-bb57-4d68-9abe-e6a899ddff1d,4a22fa1f-bb57-4d68-9abe-e6a899ddff1d,30597929-9a45-43d6-8ee6-54b8caa1a6cc,7,9031988939253,23187396638811,46TWFBTFCMNJH,1,2022-Aug-18T23:21:40 +0000,Jakarta_retailer_2,"-6.2609728,106.8349801",21.27,Jakarta,retailer,9031988939253,9031988939253
f66aa655-3edf-441c-9161-ba5473f6e565,f66aa655-3edf-441c-9161-ba5473f6e565,20bb73dc-ccd5-4129-a9fa-034f34f86c2e,7,2809134901901,04549403277010,13ODVRVYB,1,2022-Aug-18T23:21:40 +0000,Jakarta_retailer_0,"-6.1600821,106.72224",13.22,Jakarta,retailer,2809134901901,2809134901901
723543eb-a5a6-4fb2-8336-d4c669593878,723543eb-a5a6-4fb2-8336-d4c669593878,332ee962-b3c3-49ee-b0ef-a0c0fd976f62,7,0607610813207,18953178085855,26UBWWRLK,1,2022-Aug-18T23:21:40 +0000,Jakarta_retailer_1,"-6.1357107,106.7718604",42.74,Jakarta,retailer,0607610813207,0607610813207
133d2228-9b9b-4af8-a1ce-927d496c1c2c,133d2228-9b9b-4af8-a1ce-927d496c1c2c,328d7320-2b49-486a-9c40-5d9d00e7a376,7,9031988939253,60359083646752,97MYYJIIVGBC,1,2022-Aug-18T23:21:40 +0000,Jakarta_retailer_2,"-6.2609728,106.8349801",33.89,Jakarta,retailer,9031988939253,9031988939253
505fde4e-0dc2-4f44-82eb-a5bfd7c77592,505fde4e-0dc2-4f44-82eb-a5bfd7c77592,19ae4ca1-8f8a-4f51-a6c8-2c9a187864a8,7,2809134901901,17070945229311,12NWQLID,1,2022-Aug-18T23:21:40 +0000,Jakarta_retailer_0,"-6.1600821,106.72224",25.59,Jakarta,retailer,2809134901901,2809134901901
cf15ebfb-3c92-46d1-b969-507da5a1fec7,cf15ebfb-3c92-46d1-b969-507da5a1fec7,0dcfc437-d37c-40f1-94c7-d27ad4fd357d,7,9031988939253,72583232644402,56MSTCHJGAKKDDXPAP,1,2022-Aug-18T23:21:40 +0000,Jakarta_retailer_2,"-6.2609728,106.8349801",20.93,Jakarta,retailer,9031988939253,9031988939253
c9559f07-59a1-4839-a769-8b4e293f9eb7,c9559f07-59a1-4839-a769-8b4e293f9eb7,0cefc550-1748-4054-b9d0-9aa7d7bd2f6f,7,0607610813207,49764734915277,17T,1,2022-Aug-18T23:21:40 +0000,Jakarta_retailer_1,"-6.1357107,106.7718604",39.38,Jakarta,retailer,0607610813207,0607610813207
55e1e992-2632-443e-b573-2448b30344a5,55e1e992-2632-443e-b573-2448b30344a5,a1ca5f33-bce6-455f-bf96-a4d9a47680cf,7,0607610813207,55741999515350,310UTTZQVM,1,2022-Aug-18T23:21:40 +0000,Jakarta_retailer_1,"-6.1357107,106.7718604",31.42,Jakarta,retailer,0607610813207,0607610813207
9e0b451c-3a7a-4491-b62b-6a7fce0b2325,9e0b451c-3a7a-4491-b62b-6a7fce0b2325,b3c10bb0-d268-4dc4-9321-be5a04c7a443,7,2809134901901,01935780917617,109PYJMNYMHMAXOANMIWBDX,1,2022-Aug-18T23:21:40 +0000,Jakarta_retailer_0,"-6.1600821,106.72224",46.69,Jakarta,retailer,2809134901901,2809134901901
