previous_key,new_key,event_id,event_type,supplier_gln,customer_gln,carrier_gln,sscc,gtin,serial_number,quantity,event_time,location_name,location_coordinate,departure_gln,weight,temperature,comapny_name,generator_type,generator_gln,last_pi_gln,next_pi_gln,company_name
51a97d7f-b689-4c4d-b910-ecefa60a57a5,51a97d7f-b689-4c4d-b910-ecefa60a57a5,61e93a75-6927-4f7a-8b03-38cba08a9c46,6,6441500985066,8888326640808,2763567878706,0134709614299,13766988894524,34HHGW,3394,2022-Aug-12T23:24:06 +0000,Bali,"-8.290173,114.3303922",3687106287511,53.2,-2.4,RbZAlKP,,6441500985066,6441500985066,2763567878706,Bali_logistics_2
d26ea800-d0b0-4581-85b9-682cc5ee7538,d26ea800-d0b0-4581-85b9-682cc5ee7538,71a5234c-79f7-4f69-8372-45beed5aee06,6,0220675328000,1774453012917,6441500985066,8837130961387,32448689167025,108US,7315,2022-Aug-12T23:24:06 +0000,Bali,"-8.1534127,114.3914913",4863327529063,28.7,-6.5,WBuOQSR,,0220675328000,0220675328000,6441500985066,Bali_logistics_0
aa4a8bac-f980-4a81-978d-1bc725e63717,aa4a8bac-f980-4a81-978d-1bc725e63717,76d2b663-1f9e-4d07-8221-a5c0119e7f14,6,2763567878706,5671747048226,2763567878706,8753948344784,99530554146714,73AAOPIHITLHINEZLWXL,3061,2022-Aug-12T23:24:06 +0000,Bali,"-8.290173,114.3303922",1974641641212,22.4,-8.9,tYEOniQ,,2763567878706,2763567878706,2763567878706,Bali_logistics_2
10041445-af38-45f8-b266-3ed4c4272453,10041445-af38-45f8-b266-3ed4c4272453,cd52d942-2ed8-4204-94db-28ff3492d394,6,6441500985066,8888326640808,6441500985066,9182944507062,68665542826066,010UDNLAOZBSMJFPTKMLF,6956,2022-Aug-12T23:24:06 +0000,Bali,"-8.290173,114.3303922",4992591201112,14.9,-6.6,wLhsbQs,,6441500985066,6441500985066,6441500985066,Bali_logistics_2
9d2d1115-70a1-4141-96fb-573352995b10,9d2d1115-70a1-4141-96fb-573352995b10,a022b8f4-d6b0-4496-aeca-2f2251da4834,6,0220675328000,8888326640808,2763567878706,5112448341730,46757450473445,32CAEFQGHHMAH,9052,2022-Aug-12T23:24:06 +0000,Bali,"-8.1944802,114.3760511",1663263596469,99.1,-3.4,kxErjeh,,0220675328000,0220675328000,2763567878706,Bali_logistics_1
b6b54b20-7bee-437c-a882-7ca68096f51a,b6b54b20-7bee-437c-a882-7ca68096f51a,6241dda0-0200-46cd-afb2-944d8385daf4,6,0220675328000,5671747048226,2763567878706,2128145190077,62356002334110,07RYESFMHJWLJSDXSSHZHI,8570,2022-Aug-12T23:24:06 +0000,Bali,"-8.1944802,114.3760511",3873796143419,28.5,-8.1,cXGfJJl,,0220675328000,0220675328000,2763567878706,Bali_logistics_1
ce2ad91e-fd20-401d-9d3e-8910eae3415d,ce2ad91e-fd20-401d-9d3e-8910eae3415d,f980effa-c16d-4fb7-aa0a-c1a1f5948008,6,6441500985066,8888326640808,6441500985066,0931710308189,32301194125327,49CJWECGDYWAFYTXYTCOG,4552,2022-Aug-12T23:24:06 +0000,Bali,"-8.1944802,114.3760511",3582079439571,59.5,-7.9,cwtPArN,,6441500985066,6441500985066,6441500985066,Bali_logistics_1
4509b7b8-605d-45c6-9357-1dab81d6b1ef,4509b7b8-605d-45c6-9357-1dab81d6b1ef,c65705ae-f499-49c0-8829-3b4961048000,6,0220675328000,8888326640808,0220675328000,9215258971263,00954152410780,64SMAZILZEVYJCZQU,8788,2022-Aug-12T23:24:06 +0000,Bali,"-8.1534127,114.3914913",0546990966059,63.2,-3.1,opWefIS,,0220675328000,0220675328000,0220675328000,Bali_logistics_0
4a4ec6f4-8ca2-47e3-acce-fa0dae6dc212,4a4ec6f4-8ca2-47e3-acce-fa0dae6dc212,e435871d-3b60-45d8-84c3-c502f0e999df,6,2763567878706,5671747048226,6441500985066,2622906925911,06471612425710,64IIOVUEGGPQBZW,5165,2022-Aug-12T23:24:06 +0000,Bali,"-8.290173,114.3303922",7370458346940,35.0,-6.4,ifreMxR,,2763567878706,2763567878706,6441500985066,Bali_logistics_2
8ad6bb91-a6f5-436e-89d0-da344fdde42d,8ad6bb91-a6f5-436e-89d0-da344fdde42d,e4e6cbf2-4fa3-41be-9eb1-843ee1e7ad3a,6,6441500985066,5671747048226,2763567878706,6370736333900,31243351949109,58HRLRFZLZCUIOUUZVLIKC,7875,2022-Aug-12T23:24:06 +0000,Bali,"-8.290173,114.3303922",4451499138629,50.6,-7.1,FVHsQrz,,6441500985066,6441500985066,2763567878706,Bali_logistics_2
f914fab2-6102-4a8a-a5f1-ded970e2b31a,f914fab2-6102-4a8a-a5f1-ded970e2b31a,c472df94-66fc-4b0e-b8a4-6ffe4879569b,6,2763567878706,8888326640808,0220675328000,9947058069214,66754690700769,09FEV,2114,2022-Aug-12T23:24:06 +0000,Bali,"-8.1944802,114.3760511",8428630991948,82.0,-3.1,SCKiaGU,,2763567878706,2763567878706,0220675328000,Bali_logistics_1
8e8a04ce-1cc4-45b1-9b59-5b17b61d86c2,8e8a04ce-1cc4-45b1-9b59-5b17b61d86c2,c23e8916-ec15-4ee8-a7d1-6bf182542e7c,6,2763567878706,1774453012917,6441500985066,5188242774182,36037669009328,61R,7948,2022-Aug-12T23:24:06 +0000,Bali,"-8.290173,114.3303922",8561109275129,43.0,-8.1,SHoViYr,,2763567878706,2763567878706,6441500985066,Bali_logistics_2
