previous_key,new_key,event_id,event_type,supplier_gln,customer_gln,carrier_gln,sscc,gtin,serial_number,weight,event_time,location_name,location_coordinate,departure_gln,temperature,comapny_name,generator_type,generator_gln,last_pi_gln,next_pi_gln,company_name
51a97d7f-b689-4c4d-b910-ecefa60a57a5,51a97d7f-b689-4c4d-b910-ecefa60a57a5,207f8ba7-997d-4b69-a35e-a75f4706e74d,3,6441500985066,8888326640808,2763567878706,5906448020159,13766988894524,34HHGW,3394,2022-Aug-13T23:24:06 +0000,Sarabaya,"-7.2551244,112.6467866",4242253030442,-9.8,hblzWex,logistic services provider,2763567878706,6441500985066,8888326640808,Sarabaya_logistics_0
d26ea800-d0b0-4581-85b9-682cc5ee7538,d26ea800-d0b0-4581-85b9-682cc5ee7538,88f56c67-20fa-485c-abbd-b637af01521a,3,0220675328000,1774453012917,6441500985066,1882625204808,32448689167025,108US,7315,2022-Aug-13T23:24:06 +0000,Sarabaya,"-7.2480575,112.6842088",2557663425334,-0.4,yPnQuFv,logistic services provider,6441500985066,0220675328000,1774453012917,Sarabaya_logistics_1
aa4a8bac-f980-4a81-978d-1bc725e63717,aa4a8bac-f980-4a81-978d-1bc725e63717,3ee6c43a-9d70-4b71-bc03-38a8f197b87d,3,2763567878706,5671747048226,2763567878706,7869039723268,99530554146714,73AAOPIHITLHINEZLWXL,3061,2022-Aug-13T23:24:06 +0000,Sarabaya,"-7.2551244,112.6467866",9104787213015,-7.8,nolyJig,logistic services provider,2763567878706,2763567878706,5671747048226,Sarabaya_logistics_0
10041445-af38-45f8-b266-3ed4c4272453,10041445-af38-45f8-b266-3ed4c4272453,ae21e85b-fb7b-42b9-9025-3f4c8f2daa43,3,6441500985066,8888326640808,6441500985066,2444886294978,68665542826066,010UDNLAOZBSMJFPTKMLF,6956,2022-Aug-13T23:24:06 +0000,Sarabaya,"-7.2480575,112.6842088",3614788886878,-5.5,ZZJJMTw,logistic services provider,6441500985066,6441500985066,8888326640808,Sarabaya_logistics_1
9d2d1115-70a1-4141-96fb-573352995b10,9d2d1115-70a1-4141-96fb-573352995b10,000ca9e6-337f-4d94-bb1a-ead4c98af684,3,0220675328000,8888326640808,2763567878706,5917758742797,46757450473445,32CAEFQGHHMAH,9052,2022-Aug-13T23:24:06 +0000,Sarabaya,"-7.2551244,112.6467866",2560520779088,-4.1,kyqmqRG,logistic services provider,2763567878706,0220675328000,8888326640808,Sarabaya_logistics_0
b6b54b20-7bee-437c-a882-7ca68096f51a,b6b54b20-7bee-437c-a882-7ca68096f51a,8769ac2c-7662-48c8-9c8b-da0e083b0226,3,0220675328000,5671747048226,2763567878706,5351849745359,62356002334110,07RYESFMHJWLJSDXSSHZHI,8570,2022-Aug-13T23:24:06 +0000,Sarabaya,"-7.2551244,112.6467866",8757704969811,-9.5,zMpYVMA,logistic services provider,2763567878706,0220675328000,5671747048226,Sarabaya_logistics_0
ce2ad91e-fd20-401d-9d3e-8910eae3415d,ce2ad91e-fd20-401d-9d3e-8910eae3415d,c274884d-7ab4-45cb-834a-d37069d54f21,3,6441500985066,8888326640808,6441500985066,5544673201030,32301194125327,49CJWECGDYWAFYTXYTCOG,4552,2022-Aug-13T23:24:06 +0000,Sarabaya,"-7.2480575,112.6842088",9490667170143,-6.7,OXdXqyE,logistic services provider,6441500985066,6441500985066,8888326640808,Sarabaya_logistics_1
4509b7b8-605d-45c6-9357-1dab81d6b1ef,4509b7b8-605d-45c6-9357-1dab81d6b1ef,252c9046-39f1-4568-90af-541028a1a515,3,0220675328000,8888326640808,0220675328000,3322812908911,00954152410780,64SMAZILZEVYJCZQU,8788,2022-Aug-13T23:24:06 +0000,Sarabaya,"-7.2689175,112.69777",7741472693508,-7.4,tIDgDnN,logistic services provider,0220675328000,0220675328000,8888326640808,Sarabaya_logistics_2
4a4ec6f4-8ca2-47e3-acce-fa0dae6dc212,4a4ec6f4-8ca2-47e3-acce-fa0dae6dc212,6b2c8a5b-b2b2-4236-9017-5cff4197a5c7,3,2763567878706,5671747048226,6441500985066,1414088907526,06471612425710,64IIOVUEGGPQBZW,5165,2022-Aug-13T23:24:06 +0000,Sarabaya,"-7.2480575,112.6842088",7119036144906,-8.9,AmnctCO,logistic services provider,6441500985066,2763567878706,5671747048226,Sarabaya_logistics_1
8ad6bb91-a6f5-436e-89d0-da344fdde42d,8ad6bb91-a6f5-436e-89d0-da344fdde42d,91ff9f3e-8e8b-4401-b9f6-64cf4ebfe218,3,6441500985066,5671747048226,2763567878706,5554004428014,31243351949109,58HRLRFZLZCUIOUUZVLIKC,7875,2022-Aug-13T23:24:06 +0000,Sarabaya,"-7.2551244,112.6467866",4977859689532,-5.3,ZeKJmxr,logistic services provider,2763567878706,6441500985066,5671747048226,Sarabaya_logistics_0
