event_type,supplier_gln,customer_gln,carrier_gln,sscc,gtin,serial_number,weight,event_time,destination_gln,departure_gln,temperature,generator_gln,last_pi_gln,next_pi_gln
3,2842429812203,3802431272416,5341308817907,6024183145691,71246700307971,22QNSROPNRJTAOPPHMSMTUO,37,2022-Jul-29T15:13:08 +0000,8498255486443,6135762015779,-5.6,5341308817907,2842429812203,3802431272416
3,2842429812203,2591395961799,4669294417011,8638394846758,97761656442522,107T,106,2022-Jul-29T15:13:08 +0000,7106625006351,5409133852733,-2.2,4669294417011,2842429812203,2591395961799
3,4669294417011,2591395961799,4669294417011,2343146602074,72351884273642,05V,88,2022-Jul-29T15:13:08 +0000,2788724020208,8697892024328,-9.8,4669294417011,4669294417011,2591395961799
3,5341308817907,3802431272416,4669294417011,8797182328820,84243514097069,02CJSQJVD,123,2022-Jul-29T15:13:08 +0000,4804514901932,2197092234573,-2.7,4669294417011,5341308817907,3802431272416
3,5341308817907,2591395961799,5341308817907,8442612823682,22341706623019,76LYBXJDISBYKJWUCWIXRN,37,2022-Jul-29T15:13:08 +0000,4435776874763,0998684330542,-4.6,5341308817907,5341308817907,2591395961799
3,5341308817907,3802431272416,5341308817907,1934807965003,28961088056540,110QCTHJGTNRMLRX,93,2022-Jul-29T15:13:08 +0000,6129158816154,4421371713581,-8.4,5341308817907,5341308817907,3802431272416
3,2842429812203,2591395961799,2842429812203,8062050117944,50993190071104,63HHNNXBHHXFHNEGF,70,2022-Jul-29T15:13:08 +0000,9295642688318,5946180092951,-4.5,2842429812203,2842429812203,2591395961799
3,5341308817907,8943596880304,4669294417011,3523460252024,95430134915756,44DCZGUXSQNFGVEBOUFA,93,2022-Jul-29T15:13:08 +0000,5408383426899,3831319343362,-5.0,4669294417011,5341308817907,8943596880304
3,4669294417011,3802431272416,5341308817907,1773542454294,14856208857516,103EGAXDBACK,78,2022-Jul-29T15:13:08 +0000,7423040103787,2010605558262,-4.4,5341308817907,4669294417011,3802431272416
3,4669294417011,2591395961799,4669294417011,7097629107877,46442554059401,35ZRQPQGAU,110,2022-Jul-29T15:13:08 +0000,8963082493082,2489653485386,-4.5,4669294417011,4669294417011,2591395961799
3,4669294417011,3802431272416,2842429812203,8480443552774,52662923126031,210XDM,33,2022-Jul-29T15:13:08 +0000,3374862327602,6895282021794,-7.3,2842429812203,4669294417011,3802431272416
3,5341308817907,2591395961799,4669294417011,1207964185582,04520966909295,41WNCFPCR,119,2022-Jul-29T15:13:08 +0000,6465955911266,4533734518570,-4.0,4669294417011,5341308817907,2591395961799
3,4669294417011,3802431272416,5341308817907,8043442915847,98561934000250,510HNWLNYGFX,55,2022-Jul-29T15:13:08 +0000,6580333159460,9254666785088,-9.6,5341308817907,4669294417011,3802431272416
3,4669294417011,8943596880304,5341308817907,0529081375738,93277246031672,35MVSAWC,47,2022-Jul-29T15:13:08 +0000,2304190677047,9074751882101,-6.7,5341308817907,4669294417011,8943596880304
3,4669294417011,8943596880304,4669294417011,1555612258482,84194544689487,69YSZIY,56,2022-Jul-29T15:13:08 +0000,5782373351315,3928380005411,-6.4,4669294417011,4669294417011,8943596880304
3,5341308817907,2591395961799,5341308817907,9585732155490,75814124247086,46RCGXAULIQRWWJOTBTNUFS,88,2022-Jul-29T15:13:08 +0000,3237121161902,9087391032654,-3.0,5341308817907,5341308817907,2591395961799
3,4669294417011,8943596880304,4669294417011,8292421110991,02125835724931,73SHXXPKQATCHDMOJZRDJ,64,2022-Jul-29T15:13:08 +0000,1627186674806,2412056600563,-9.5,4669294417011,4669294417011,8943596880304
3,4669294417011,8943596880304,5341308817907,3870088468860,56372376008109,20AGBTOBLRKGU,32,2022-Jul-29T15:13:08 +0000,6705753434789,0004806403452,-5.1,5341308817907,4669294417011,8943596880304
3,2842429812203,3802431272416,5341308817907,2002079037054,18506947221874,06KQ,121,2022-Jul-29T15:13:08 +0000,4262438155218,4519236637701,-2.5,5341308817907,2842429812203,3802431272416
3,5341308817907,8943596880304,4669294417011,9577008190783,94653616814602,21ADUXVDTWEBGPWR,73,2022-Jul-29T15:13:08 +0000,9513142358027,8132266850648,-2.5,4669294417011,5341308817907,8943596880304
